speed_src_ip,std_n_packets,std_bytes,bytes_per_flow,n_int_flows,class
5.666666666666667,0.4965277357686509,0.4965277357686509,11.333333333333334,1.0,0
7.333333333333333,0.6523954588366965,0.6523954588366965,14.666666666666666,1.0,0
8.0,0.5678755487682922,0.5678755487682922,16.0,1.0,0
7.333333333333333,0.5838742081211422,0.5838742081211422,14.666666666666666,1.0,0
7.0,0.6267831705280087,0.6267831705280087,14.0,1.0,0
7.333333333333333,0.655554777357089,0.655554777357089,14.666666666666666,1.0,0
7.666666666666667,0.8464314058231209,0.8464314058231209,15.333333333333334,1.0,0
7.0,0.5890150893739514,0.5890150893739514,14.0,1.0,0
6.333333333333333,0.8470251020753201,0.8470251020753201,12.666666666666666,1.0,0
7.0,0.739629741286146,0.739629741286146,14.0,1.0,0
7.0,0.659828879073858,0.659828879073858,14.0,1.0,0
7.333333333333333,0.7713892158398701,0.7713892158398701,14.666666666666666,1.0,0
7.0,0.6195053252979852,0.6195053252979852,14.0,1.0,0
6.333333333333333,0.5907880084379907,0.5907880084379907,12.666666666666666,1.0,0
7.333333333333333,0.8393720596645177,0.8393720596645177,14.666666666666666,1.0,0
7.0,0.5971398192373549,0.5971398192373549,14.0,1.0,0
7.333333333333333,0.7820295697311479,0.7820295697311479,14.666666666666666,1.0,0
7.0,0.750283393170892,0.750283393170892,14.0,1.0,0
7.333333333333333,0.6874765210115534,0.6874765210115534,14.666666666666666,1.0,0
7.666666666666667,0.5533288710217215,0.5533288710217215,15.0,0.9777777777777777,0
8.0,0.6034478482483434,0.6034478482483434,16.0,1.0,0
6.0,0.37164133778499026,0.37164133778499026,12.0,1.0,0
6.666666666666667,0.792148975887743,0.792148975887743,13.333333333333334,1.0,0
7.0,0.7943251103624894,0.7943251103624894,14.0,1.0,0
7.0,0.6249716546860328,0.6249716546860328,14.0,1.0,0
6.0,0.4044505494044732,0.4044505494044732,12.0,1.0,0
7.333333333333333,0.6008774575637402,0.6008774575637402,14.666666666666666,1.0,0
7.666666666666667,0.7027491250106354,0.7027491250106354,15.333333333333334,1.0,0
7.333333333333333,0.5359011873887088,0.5359011873887088,14.666666666666666,1.0,0
7.0,0.762276694932482,0.762276694932482,14.0,1.0,0
5.0,0.7180219742846005,0.7180219742846005,10.0,1.0,0
6.333333333333333,0.7041625347505079,0.7041625347505079,12.666666666666666,1.0,0
7.666666666666667,0.8467105258326281,0.8467105258326281,15.333333333333334,1.0,0
7.0,0.6998542122237651,0.6998542122237651,14.0,1.0,0
6.333333333333333,0.8916354918998641,0.8916354918998641,12.666666666666666,1.0,0
7.0,0.563436169819011,0.563436169819011,14.0,1.0,0
7.0,0.7315376902732008,0.7315376902732008,14.0,1.0,0
7.0,0.5832118435198043,0.5832118435198043,14.0,1.0,0
7.0,0.6632565846278151,0.6632565846278151,14.0,1.0,0
7.666666666666667,0.8005196799792161,0.8005196799792161,15.333333333333334,1.0,0
7.333333333333333,0.5468731552507257,0.5468731552507257,14.666666666666666,1.0,0
7.666666666666667,0.697348475319367,0.697348475319367,15.333333333333334,1.0,0
6.666666666666667,0.9151502608861564,0.9151502608861564,13.333333333333334,1.0,0
6.666666666666667,0.6403124237432849,0.6403124237432849,13.333333333333334,1.0,0
6.666666666666667,0.8351646544245033,0.8351646544245033,13.333333333333334,1.0,0
7.0,0.6481265518483904,0.6481265518483904,14.0,1.0,0
7.333333333333333,0.8316442937969085,0.8316442937969085,14.666666666666666,1.0,0
7.333333333333333,0.7534356570113989,0.7534356570113989,14.666666666666666,1.0,0
7.333333333333333,0.7646638109663966,0.7646638109663966,14.666666666666666,1.0,0
7.0,0.6098213559459855,0.6098213559459855,14.0,1.0,0
7.666666666666667,0.6274291169418179,0.6274291169418179,15.333333333333334,1.0,0
7.333333333333333,0.7451634686706818,0.7451634686706818,14.666666666666666,1.0,0
7.0,0.5558389299966072,0.5558389299966072,14.0,1.0,0
7.0,0.8873640549325821,0.8873640549325821,14.0,1.0,0
6.666666666666667,0.7378177281686853,0.7378177281686853,13.333333333333334,1.0,0
